,tradedate,tradetime,secid,rate,clearing,date
3797,2023-09-19,18:49:00,USD/RUB,96.8061,vk,2023-09-19
3798,2023-09-20,18:49:00,CAD/RUB,71.9628,vk,2023-09-20
3799,2023-09-20,18:49:00,CHF/RUB,107.6755,vk,2023-09-20
3800,2023-09-20,18:49:00,CNY/RUB,13.1974,vk,2023-09-20
3801,2023-09-20,18:49:00,EUR/RUB,103.2758,vk,2023-09-20
3802,2023-09-20,18:49:00,GBP/RUB,119.8247,vk,2023-09-20
3803,2023-09-20,18:49:00,HKD/RUB,12.3725,vk,2023-09-20
3804,2023-09-20,18:49:00,JPY/RUB,0.6537,vk,2023-09-20
3805,2023-09-20,18:49:00,TRY/RUB,3.576,vk,2023-09-20
3806,2023-09-20,18:49:00,USD/RUB,96.4104,vk,2023-09-20
3807,2023-09-21,18:49:00,CAD/RUB,71.5758,vk,2023-09-21
3808,2023-09-21,18:49:00,CHF/RUB,105.9041,vk,2023-09-21
3809,2023-09-21,18:49:00,CNY/RUB,13.1379,vk,2023-09-21
3810,2023-09-21,18:49:00,EUR/RUB,102.5925,vk,2023-09-21
3811,2023-09-21,18:49:00,GBP/RUB,119.1153,vk,2023-09-21
3812,2023-09-21,18:49:00,HKD/RUB,12.3048,vk,2023-09-21
3813,2023-09-21,18:49:00,JPY/RUB,0.64768,vk,2023-09-21
3814,2023-09-21,18:49:00,TRY/RUB,3.5564,vk,2023-09-21
3815,2023-09-21,18:49:00,USD/RUB,96.2835,vk,2023-09-21
3816,2023-09-22,18:49:00,CAD/RUB,71.216,vk,2023-09-22
3817,2023-09-22,18:49:00,CHF/RUB,106.0065,vk,2023-09-22
3818,2023-09-22,18:49:00,CNY/RUB,13.1443,vk,2023-09-22
3819,2023-09-22,18:49:00,EUR/RUB,102.3925,vk,2023-09-22
3820,2023-09-22,18:49:00,GBP/RUB,118.0163,vk,2023-09-22
3821,2023-09-22,18:49:00,HKD/RUB,12.3036,vk,2023-09-22
3822,2023-09-22,18:49:00,JPY/RUB,0.65051,vk,2023-09-22
3823,2023-09-22,18:49:00,TRY/RUB,3.5536,vk,2023-09-22
3824,2023-09-22,18:49:00,USD/RUB,96.0443,vk,2023-09-22
3825,2023-09-25,18:49:00,CAD/RUB,71.4094,vk,2023-09-25
3826,2023-09-25,18:49:00,CHF/RUB,105.6661,vk,2023-09-25
3827,2023-09-25,18:49:00,CNY/RUB,13.1481,vk,2023-09-25
3828,2023-09-25,18:49:00,EUR/RUB,101.9415,vk,2023-09-25
3829,2023-09-25,18:49:00,GBP/RUB,117.9226,vk,2023-09-25
3830,2023-09-25,18:49:00,HKD/RUB,12.32,vk,2023-09-25
3831,2023-09-25,18:49:00,JPY/RUB,0.64788,vk,2023-09-25
3832,2023-09-25,18:49:00,TRY/RUB,3.5441,vk,2023-09-25
3833,2023-09-25,18:49:00,USD/RUB,96.1864,vk,2023-09-25
3834,2023-09-26,18:49:00,CAD/RUB,71.4407,vk,2023-09-26
3835,2023-09-26,18:49:00,CHF/RUB,105.4776,vk,2023-09-26
3836,2023-09-26,18:49:00,CNY/RUB,13.1533,vk,2023-09-26
3837,2023-09-26,18:49:00,EUR/RUB,101.9671,vk,2023-09-26
3838,2023-09-26,18:49:00,GBP/RUB,117.3909,vk,2023-09-26
3839,2023-09-26,18:49:00,HKD/RUB,12.3271,vk,2023-09-26
3840,2023-09-26,18:49:00,JPY/RUB,0.64641,vk,2023-09-26
3841,2023-09-26,18:49:00,TRY/RUB,3.5382,vk,2023-09-26
3842,2023-09-26,18:49:00,USD/RUB,96.2788,vk,2023-09-26
3843,2023-09-27,18:49:00,CAD/RUB,71.4339,vk,2023-09-27
3844,2023-09-27,18:49:00,CHF/RUB,105.2689,vk,2023-09-27
3845,2023-09-27,18:49:00,CNY/RUB,13.2041,vk,2023-09-27
3846,2023-09-27,18:49:00,EUR/RUB,101.965,vk,2023-09-27
3847,2023-09-27,18:49:00,GBP/RUB,117.4212,vk,2023-09-27
3848,2023-09-27,18:49:00,HKD/RUB,12.3623,vk,2023-09-27
3849,2023-09-27,18:49:00,JPY/RUB,0.64752,vk,2023-09-27
3850,2023-09-27,18:49:00,TRY/RUB,3.5432,vk,2023-09-27
3851,2023-09-27,18:49:00,USD/RUB,96.6894,vk,2023-09-27
3852,2023-09-28,18:49:00,CAD/RUB,71.7734,vk,2023-09-28
3853,2023-09-28,18:49:00,CHF/RUB,105.5744,vk,2023-09-28
3854,2023-09-28,18:49:00,CNY/RUB,13.3089,vk,2023-09-28
3855,2023-09-28,18:49:00,EUR/RUB,102.25,vk,2023-09-28
3856,2023-09-28,18:49:00,GBP/RUB,117.6632,vk,2023-09-28
3857,2023-09-28,18:49:00,HKD/RUB,12.4154,vk,2023-09-28
3858,2023-09-28,18:49:00,JPY/RUB,0.64889,vk,2023-09-28
3859,2023-09-28,18:49:00,TRY/RUB,3.5547,vk,2023-09-28
3860,2023-09-28,18:49:00,USD/RUB,96.844,vk,2023-09-28
3861,2023-09-29,18:49:00,CAD/RUB,72.1965,vk,2023-09-29
3862,2023-09-29,18:49:00,CHF/RUB,107.0844,vk,2023-09-29
3863,2023-09-29,18:49:00,CNY/RUB,13.4766,vk,2023-09-29
3864,2023-09-29,18:49:00,EUR/RUB,103.4365,vk,2023-09-29
3865,2023-09-29,18:49:00,GBP/RUB,118.8265,vk,2023-09-29
3866,2023-09-29,18:49:00,HKD/RUB,12.4619,vk,2023-09-29
3867,2023-09-29,18:49:00,JPY/RUB,0.65187,vk,2023-09-29
3868,2023-09-29,18:49:00,TRY/RUB,3.5553,vk,2023-09-29
3869,2023-09-29,18:49:00,USD/RUB,97.9512,vk,2023-09-29
3870,2023-10-02,18:49:00,CAD/RUB,72.8391,vk,2023-10-02
3871,2023-10-02,18:49:00,CHF/RUB,108.0282,vk,2023-10-02
3872,2023-10-02,18:49:00,CNY/RUB,13.5825,vk,2023-10-02
3873,2023-10-02,18:49:00,EUR/RUB,104.4625,vk,2023-10-02
3874,2023-10-02,18:49:00,GBP/RUB,120.2127,vk,2023-10-02
3875,2023-10-02,18:49:00,HKD/RUB,12.5948,vk,2023-10-02
3876,2023-10-02,18:49:00,JPY/RUB,0.65775,vk,2023-10-02
3877,2023-10-02,18:49:00,TRY/RUB,3.5939,vk,2023-10-02
3878,2023-10-02,18:49:00,USD/RUB,99.4523,vk,2023-10-02
3879,2023-10-03,18:49:00,CAD/RUB,73.4229,vk,2023-10-03
3880,2023-10-03,18:49:00,CHF/RUB,107.8997,vk,2023-10-03
3881,2023-10-03,18:49:00,CNY/RUB,13.5945,vk,2023-10-03
3882,2023-10-03,18:49:00,EUR/RUB,104.2222,vk,2023-10-03
3883,2023-10-03,18:49:00,GBP/RUB,120.3323,vk,2023-10-03
3884,2023-10-03,18:49:00,HKD/RUB,12.6973,vk,2023-10-03
3885,2023-10-03,18:49:00,JPY/RUB,0.6624,vk,2023-10-03
3886,2023-10-03,18:49:00,TRY/RUB,3.6191,vk,2023-10-03
3887,2023-10-03,18:49:00,USD/RUB,99.6625,vk,2023-10-03
3888,2023-10-04,18:49:00,CAD/RUB,72.537,vk,2023-10-04
3889,2023-10-04,18:49:00,CHF/RUB,108.2568,vk,2023-10-04
3890,2023-10-04,18:49:00,CNY/RUB,13.6244,vk,2023-10-04
3891,2023-10-04,18:49:00,EUR/RUB,104.789,vk,2023-10-04
3892,2023-10-04,18:49:00,GBP/RUB,120.1422,vk,2023-10-04
3893,2023-10-04,18:49:00,HKD/RUB,12.7246,vk,2023-10-04
3894,2023-10-04,18:49:00,JPY/RUB,0.66641,vk,2023-10-04
3895,2023-10-04,18:49:00,TRY/RUB,3.6196,vk,2023-10-04
3896,2023-10-04,18:49:00,USD/RUB,99.6019,vk,2023-10-04
3897,2023-10-05,18:49:00,CAD/RUB,72.5287,vk,2023-10-05
3898,2023-10-05,18:49:00,CHF/RUB,108.5916,vk,2023-10-05
3899,2023-10-05,18:49:00,CNY/RUB,13.712,vk,2023-10-05
3900,2023-10-05,18:49:00,EUR/RUB,105.7727,vk,2023-10-05
3901,2023-10-05,18:49:00,GBP/RUB,120.7577,vk,2023-10-05
3902,2023-10-05,18:49:00,HKD/RUB,12.7528,vk,2023-10-05
3903,2023-10-05,18:49:00,JPY/RUB,0.66987,vk,2023-10-05
3904,2023-10-05,18:49:00,TRY/RUB,3.6172,vk,2023-10-05
3905,2023-10-05,18:49:00,USD/RUB,100.3933,vk,2023-10-05
3906,2023-10-06,18:49:00,CAD/RUB,73.1749,vk,2023-10-06
3907,2023-10-06,18:49:00,CHF/RUB,110.0669,vk,2023-10-06
3908,2023-10-06,18:49:00,CNY/RUB,13.7286,vk,2023-10-06
3909,2023-10-06,18:49:00,EUR/RUB,106.1804,vk,2023-10-06
3910,2023-10-06,18:49:00,GBP/RUB,122.1972,vk,2023-10-06
3911,2023-10-06,18:49:00,HKD/RUB,12.8538,vk,2023-10-06
3912,2023-10-06,18:49:00,JPY/RUB,0.67616,vk,2023-10-06
3913,2023-10-06,18:49:00,TRY/RUB,3.6474,vk,2023-10-06
3914,2023-10-06,18:49:00,USD/RUB,100.3883,vk,2023-10-06
3915,2023-10-09,18:49:00,CAD/RUB,74.0772,vk,2023-10-09
3916,2023-10-09,18:49:00,CHF/RUB,111.2988,vk,2023-10-09
3917,2023-10-09,18:49:00,CNY/RUB,13.5927,vk,2023-10-09
3918,2023-10-09,18:49:00,EUR/RUB,104.8322,vk,2023-10-09
3919,2023-10-09,18:49:00,GBP/RUB,123.5373,vk,2023-10-09
3920,2023-10-09,18:49:00,HKD/RUB,12.9682,vk,2023-10-09
3921,2023-10-09,18:49:00,JPY/RUB,0.68201,vk,2023-10-09
3922,2023-10-09,18:49:00,TRY/RUB,3.6748,vk,2023-10-09
3923,2023-10-09,18:49:00,USD/RUB,99.3512,vk,2023-10-09
3924,2023-10-10,18:49:00,CAD/RUB,73.0358,vk,2023-10-10
3925,2023-10-10,18:49:00,CHF/RUB,110.5352,vk,2023-10-10
3926,2023-10-10,18:49:00,CNY/RUB,13.7595,vk,2023-10-10
3927,2023-10-10,18:49:00,EUR/RUB,106.4758,vk,2023-10-10
3928,2023-10-10,18:49:00,GBP/RUB,122.0205,vk,2023-10-10
3929,2023-10-10,18:49:00,HKD/RUB,12.8023,vk,2023-10-10
3930,2023-10-10,18:49:00,JPY/RUB,0.67274,vk,2023-10-10
3931,2023-10-10,18:49:00,TRY/RUB,3.6103,vk,2023-10-10
3932,2023-10-10,18:49:00,USD/RUB,100.4203,vk,2023-10-10
3933,2023-10-11,18:49:00,CAD/RUB,73.564,vk,2023-10-11
3934,2023-10-11,18:49:00,CHF/RUB,110.7452,vk,2023-10-11
3935,2023-10-11,18:49:00,CNY/RUB,13.7029,vk,2023-10-11
3936,2023-10-11,18:49:00,EUR/RUB,106.3616,vk,2023-10-11
3937,2023-10-11,18:49:00,GBP/RUB,122.5465,vk,2023-10-11
3938,2023-10-11,18:49:00,HKD/RUB,12.8082,vk,2023-10-11
3939,2023-10-11,18:49:00,JPY/RUB,0.67282,vk,2023-10-11
3940,2023-10-11,18:49:00,TRY/RUB,3.6089,vk,2023-10-11
3941,2023-10-11,18:49:00,USD/RUB,100.1187,vk,2023-10-11
3942,2023-10-12,18:49:00,CAD/RUB,71.304,vk,2023-10-12
3943,2023-10-12,18:49:00,CHF/RUB,107.76,vk,2023-10-12
3944,2023-10-12,18:49:00,CNY/RUB,13.3092,vk,2023-10-12
3945,2023-10-12,18:49:00,EUR/RUB,102.9618,vk,2023-10-12
3946,2023-10-12,18:49:00,GBP/RUB,119.42,vk,2023-10-12
3947,2023-10-12,18:49:00,HKD/RUB,12.4225,vk,2023-10-12
3948,2023-10-12,18:49:00,JPY/RUB,0.65036,vk,2023-10-12
3949,2023-10-12,18:49:00,TRY/RUB,3.4998,vk,2023-10-12
3950,2023-10-12,18:49:00,USD/RUB,97.4361,vk,2023-10-12
3951,2023-10-13,18:49:00,CAD/RUB,71.251,vk,2023-10-13
3952,2023-10-13,18:49:00,CHF/RUB,107.3323,vk,2023-10-13
3953,2023-10-13,18:49:00,CNY/RUB,13.296,vk,2023-10-13
3954,2023-10-13,18:49:00,EUR/RUB,102.1746,vk,2023-10-13
3955,2023-10-13,18:49:00,GBP/RUB,118.8514,vk,2023-10-13
3956,2023-10-13,18:49:00,HKD/RUB,12.4578,vk,2023-10-13
3957,2023-10-13,18:49:00,JPY/RUB,0.64945,vk,2023-10-13
3958,2023-10-13,18:49:00,TRY/RUB,3.5088,vk,2023-10-13
3959,2023-10-13,18:49:00,USD/RUB,97.2631,vk,2023-10-13
3960,2023-10-16,18:49:00,CAD/RUB,71.2148,vk,2023-10-16
3961,2023-10-16,18:49:00,CHF/RUB,107.7728,vk,2023-10-16
3962,2023-10-16,18:49:00,CNY/RUB,13.2938,vk,2023-10-16
3963,2023-10-16,18:49:00,EUR/RUB,102.6583,vk,2023-10-16
3964,2023-10-16,18:49:00,GBP/RUB,118.1155,vk,2023-10-16
3965,2023-10-16,18:49:00,HKD/RUB,12.4678,vk,2023-10-16
3966,2023-10-16,18:49:00,JPY/RUB,0.65057,vk,2023-10-16
3967,2023-10-16,18:49:00,TRY/RUB,3.5034,vk,2023-10-16
3968,2023-10-16,18:49:00,USD/RUB,97.3234,vk,2023-10-16
3969,2023-10-17,18:49:00,CAD/RUB,71.4779,vk,2023-10-17
3970,2023-10-17,18:49:00,CHF/RUB,107.8385,vk,2023-10-17
3971,2023-10-17,18:49:00,CNY/RUB,13.3352,vk,2023-10-17
3972,2023-10-17,18:49:00,EUR/RUB,103.565,vk,2023-10-17
3973,2023-10-17,18:49:00,GBP/RUB,118.6548,vk,2023-10-17
3974,2023-10-17,18:49:00,HKD/RUB,12.4658,vk,2023-10-17
3975,2023-10-17,18:49:00,JPY/RUB,0.65093,vk,2023-10-17
3976,2023-10-17,18:49:00,TRY/RUB,3.4939,vk,2023-10-17
3977,2023-10-17,18:49:00,USD/RUB,97.7591,vk,2023-10-17
3978,2023-10-18,18:49:00,CAD/RUB,71.3508,vk,2023-10-18
3979,2023-10-18,18:49:00,CHF/RUB,108.324,vk,2023-10-18
3980,2023-10-18,18:49:00,CNY/RUB,13.2892,vk,2023-10-18
3981,2023-10-18,18:49:00,EUR/RUB,102.7225,vk,2023-10-18
3982,2023-10-18,18:49:00,GBP/RUB,118.6191,vk,2023-10-18
3983,2023-10-18,18:49:00,HKD/RUB,12.4629,vk,2023-10-18
3984,2023-10-18,18:49:00,JPY/RUB,0.65002,vk,2023-10-18
3985,2023-10-18,18:49:00,TRY/RUB,3.4904,vk,2023-10-18
3986,2023-10-18,18:49:00,USD/RUB,97.3899,vk,2023-10-18
3987,2023-10-19,18:49:00,CAD/RUB,71.1052,vk,2023-10-19
3988,2023-10-19,18:49:00,CHF/RUB,108.1915,vk,2023-10-19
3989,2023-10-19,18:49:00,CNY/RUB,13.2258,vk,2023-10-19
3990,2023-10-19,18:49:00,EUR/RUB,102.719,vk,2023-10-19
3991,2023-10-19,18:49:00,GBP/RUB,118.1896,vk,2023-10-19
3992,2023-10-19,18:49:00,HKD/RUB,12.4561,vk,2023-10-19
3993,2023-10-19,18:49:00,JPY/RUB,0.64976,vk,2023-10-19
3994,2023-10-19,18:49:00,TRY/RUB,3.4764,vk,2023-10-19
3995,2023-10-19,18:49:00,USD/RUB,97.0654,vk,2023-10-19
3996,2023-10-20,18:49:00,CAD/RUB,69.9273,vk,2023-10-20
3997,2023-10-20,18:49:00,CHF/RUB,107.5895,vk,2023-10-20
3998,2023-10-20,18:49:00,CNY/RUB,13.0014,vk,2023-10-20
3999,2023-10-20,18:49:00,EUR/RUB,100.8925,vk,2023-10-20
4000,2023-10-20,18:49:00,GBP/RUB,116.4578,vk,2023-10-20
4001,2023-10-20,18:49:00,HKD/RUB,12.2814,vk,2023-10-20
4002,2023-10-20,18:49:00,JPY/RUB,0.64001,vk,2023-10-20
4003,2023-10-20,18:49:00,TRY/RUB,3.4264,vk,2023-10-20
4004,2023-10-20,18:49:00,USD/RUB,95.2088,vk,2023-10-20
4005,2023-10-23,18:49:00,CAD/RUB,69.1552,vk,2023-10-23
4006,2023-10-23,18:49:00,CHF/RUB,106.1036,vk,2023-10-23
4007,2023-10-23,18:49:00,CNY/RUB,12.876,vk,2023-10-23
4008,2023-10-23,18:49:00,EUR/RUB,100.4133,vk,2023-10-23
4009,2023-10-23,18:49:00,GBP/RUB,115.0703,vk,2023-10-23
4010,2023-10-23,18:49:00,HKD/RUB,12.1234,vk,2023-10-23
4011,2023-10-23,18:49:00,JPY/RUB,0.63168,vk,2023-10-23
4012,2023-10-23,18:49:00,TRY/RUB,3.3828,vk,2023-10-23
4013,2023-10-23,18:49:00,USD/RUB,94.2724,vk,2023-10-23
4014,2023-10-24,18:49:00,CAD/RUB,68.2994,vk,2023-10-24
4015,2023-10-24,18:49:00,CHF/RUB,103.603,vk,2023-10-24
4016,2023-10-24,18:49:00,CNY/RUB,12.7229,vk,2023-10-24
4017,2023-10-24,18:49:00,EUR/RUB,98.8745,vk,2023-10-24
4018,2023-10-24,18:49:00,GBP/RUB,114.1721,vk,2023-10-24
4019,2023-10-24,18:49:00,HKD/RUB,11.9762,vk,2023-10-24
4020,2023-10-24,18:49:00,JPY/RUB,0.62452,vk,2023-10-24
4021,2023-10-24,18:49:00,TRY/RUB,3.3358,vk,2023-10-24
4022,2023-10-24,18:49:00,USD/RUB,93.2618,vk,2023-10-24
4023,2023-10-25,18:49:00,CAD/RUB,67.8397,vk,2023-10-25
4024,2023-10-25,18:49:00,CHF/RUB,103.1912,vk,2023-10-25
4025,2023-10-25,18:49:00,CNY/RUB,12.7091,vk,2023-10-25
4026,2023-10-25,18:49:00,EUR/RUB,98.8375,vk,2023-10-25
4027,2023-10-25,18:49:00,GBP/RUB,113.4389,vk,2023-10-25
4028,2023-10-25,18:49:00,HKD/RUB,11.9302,vk,2023-10-25
4029,2023-10-25,18:49:00,JPY/RUB,0.62134,vk,2023-10-25
4030,2023-10-25,18:49:00,TRY/RUB,3.3175,vk,2023-10-25
4031,2023-10-25,18:49:00,USD/RUB,93.211,vk,2023-10-25
4032,2023-10-26,18:49:00,CAD/RUB,67.8868,vk,2023-10-26
4033,2023-10-26,18:49:00,CHF/RUB,104.0845,vk,2023-10-26
4034,2023-10-26,18:49:00,CNY/RUB,12.7587,vk,2023-10-26
4035,2023-10-26,18:49:00,EUR/RUB,98.79,vk,2023-10-26
4036,2023-10-26,18:49:00,GBP/RUB,113.6212,vk,2023-10-26
4037,2023-10-26,18:49:00,HKD/RUB,11.9828,vk,2023-10-26
4038,2023-10-26,18:49:00,JPY/RUB,0.62304,vk,2023-10-26
4039,2023-10-26,18:49:00,TRY/RUB,3.3289,vk,2023-10-26
4040,2023-10-26,18:49:00,USD/RUB,93.6103,vk,2023-10-26
4041,2023-10-27,18:49:00,CAD/RUB,67.4267,vk,2023-10-27
4042,2023-10-27,18:49:00,CHF/RUB,103.644,vk,2023-10-27
4043,2023-10-27,18:49:00,CNY/RUB,12.8039,vk,2023-10-27
4044,2023-10-27,18:49:00,EUR/RUB,99.6858,vk,2023-10-27
4045,2023-10-27,18:49:00,GBP/RUB,112.9888,vk,2023-10-27
4046,2023-10-27,18:49:00,HKD/RUB,11.9418,vk,2023-10-27
4047,2023-10-27,18:49:00,JPY/RUB,0.6207,vk,2023-10-27
4048,2023-10-27,18:49:00,TRY/RUB,3.3141,vk,2023-10-27
4049,2023-10-27,18:49:00,USD/RUB,94.1189,vk,2023-10-27
4050,2023-10-30,18:49:00,CAD/RUB,67.2898,vk,2023-10-30
4051,2023-10-30,18:49:00,CHF/RUB,104.6034,vk,2023-10-30
4052,2023-10-30,18:49:00,CNY/RUB,12.6599,vk,2023-10-30
4053,2023-10-30,18:49:00,EUR/RUB,98.7419,vk,2023-10-30
4054,2023-10-30,18:49:00,GBP/RUB,113.2069,vk,2023-10-30
4055,2023-10-30,18:49:00,HKD/RUB,11.9436,vk,2023-10-30
4056,2023-10-30,18:49:00,JPY/RUB,0.62245,vk,2023-10-30
4057,2023-10-30,18:49:00,TRY/RUB,3.3122,vk,2023-10-30
4058,2023-10-30,18:49:00,USD/RUB,92.8875,vk,2023-10-30
4059,2023-10-31,18:49:00,CAD/RUB,66.524,vk,2023-10-31
4060,2023-10-31,18:49:00,CHF/RUB,103.095,vk,2023-10-31
4061,2023-10-31,18:49:00,CNY/RUB,12.6967,vk,2023-10-31
4062,2023-10-31,18:49:00,EUR/RUB,98.9416,vk,2023-10-31
4063,2023-10-31,18:49:00,GBP/RUB,111.8627,vk,2023-10-31
4064,2023-10-31,18:49:00,HKD/RUB,11.7842,vk,2023-10-31
4065,2023-10-31,18:49:00,JPY/RUB,0.61574,vk,2023-10-31
4066,2023-10-31,18:49:00,TRY/RUB,3.2598,vk,2023-10-31
4067,2023-10-31,18:49:00,USD/RUB,93.4261,vk,2023-10-31
4068,2023-11-01,18:49:00,CAD/RUB,67.2483,vk,2023-11-01
4069,2023-11-01,18:49:00,CHF/RUB,104.6328,vk,2023-11-01
4070,2023-11-01,18:49:00,CNY/RUB,12.6556,vk,2023-11-01
4071,2023-11-01,18:49:00,EUR/RUB,97.9088,vk,2023-11-01
4072,2023-11-01,18:49:00,GBP/RUB,113.1861,vk,2023-11-01
4073,2023-11-01,18:49:00,HKD/RUB,11.9437,vk,2023-11-01
4074,2023-11-01,18:49:00,JPY/RUB,0.61652,vk,2023-11-01
4075,2023-11-01,18:49:00,TRY/RUB,3.3006,vk,2023-11-01
4076,2023-11-01,18:49:00,USD/RUB,92.8074,vk,2023-11-01
4077,2023-11-02,18:49:00,CAD/RUB,67.1517,vk,2023-11-02
4078,2023-11-02,18:49:00,CHF/RUB,104.1039,vk,2023-11-02
4079,2023-11-02,18:49:00,CNY/RUB,12.7194,vk,2023-11-02
4080,2023-11-02,18:49:00,EUR/RUB,99.2268,vk,2023-11-02
4081,2023-11-02,18:49:00,GBP/RUB,112.9816,vk,2023-11-02
4082,2023-11-02,18:49:00,HKD/RUB,11.9269,vk,2023-11-02
4083,2023-11-02,18:49:00,JPY/RUB,0.61909,vk,2023-11-02
4084,2023-11-02,18:49:00,TRY/RUB,3.2916,vk,2023-11-02
4085,2023-11-02,18:49:00,USD/RUB,93.2915,vk,2023-11-02
4086,2023-11-03,18:49:00,CAD/RUB,67.5244,vk,2023-11-03
4087,2023-11-03,18:49:00,CHF/RUB,103.4183,vk,2023-11-03
4088,2023-11-03,18:49:00,CNY/RUB,12.65,vk,2023-11-03
4089,2023-11-03,18:49:00,EUR/RUB,98.8292,vk,2023-11-03
4090,2023-11-03,18:49:00,GBP/RUB,113.2516,vk,2023-11-03
4091,2023-11-03,18:49:00,HKD/RUB,11.9093,vk,2023-11-03
4092,2023-11-03,18:49:00,JPY/RUB,0.61817,vk,2023-11-03
4093,2023-11-03,18:49:00,TRY/RUB,3.2838,vk,2023-11-03
4094,2023-11-03,18:49:00,USD/RUB,92.4071,vk,2023-11-03
4095,2023-11-06,18:49:00,CAD/RUB,67.5244,vk,2023-11-06
4096,2023-11-06,18:49:00,CHF/RUB,103.4183,vk,2023-11-06
4097,2023-11-06,18:49:00,CNY/RUB,12.679,vk,2023-11-06
4098,2023-11-06,18:49:00,EUR/RUB,98.77,vk,2023-11-06
4099,2023-11-06,18:49:00,GBP/RUB,113.2516,vk,2023-11-06
4100,2023-11-06,18:49:00,HKD/RUB,11.9093,vk,2023-11-06
4101,2023-11-06,18:49:00,JPY/RUB,0.61817,vk,2023-11-06
4102,2023-11-06,18:49:00,TRY/RUB,3.2838,vk,2023-11-06
4103,2023-11-06,18:49:00,USD/RUB,92.28,vk,2023-11-06
4104,2023-11-07,18:49:00,CAD/RUB,67.5747,vk,2023-11-07
4105,2023-11-07,18:49:00,CHF/RUB,102.331,vk,2023-11-07
4106,2023-11-07,18:49:00,CNY/RUB,12.6783,vk,2023-11-07
4107,2023-11-07,18:49:00,EUR/RUB,98.6228,vk,2023-11-07
4108,2023-11-07,18:49:00,GBP/RUB,114.567,vk,2023-11-07
4109,2023-11-07,18:49:00,HKD/RUB,11.839,vk,2023-11-07
4110,2023-11-07,18:49:00,JPY/RUB,0.61585,vk,2023-11-07
4111,2023-11-07,18:49:00,TRY/RUB,3.2525,vk,2023-11-07
4112,2023-11-07,18:49:00,USD/RUB,92.3635,vk,2023-11-07
4113,2023-11-08,18:49:00,CAD/RUB,67.0039,vk,2023-11-08
4114,2023-11-08,18:49:00,CHF/RUB,102.2256,vk,2023-11-08
4115,2023-11-08,18:49:00,CNY/RUB,12.6172,vk,2023-11-08
4116,2023-11-08,18:49:00,EUR/RUB,98.2053,vk,2023-11-08
4117,2023-11-08,18:49:00,GBP/RUB,113.4488,vk,2023-11-08
4118,2023-11-08,18:49:00,HKD/RUB,11.8187,vk,2023-11-08
4119,2023-11-08,18:49:00,JPY/RUB,0.61216,vk,2023-11-08
4120,2023-11-08,18:49:00,TRY/RUB,3.2394,vk,2023-11-08
4121,2023-11-08,18:49:00,USD/RUB,91.8623,vk,2023-11-08
4122,2023-11-09,18:49:00,CAD/RUB,66.628,vk,2023-11-09
4123,2023-11-09,18:49:00,CHF/RUB,101.0627,vk,2023-11-09
4124,2023-11-09,18:49:00,CNY/RUB,12.6011,vk,2023-11-09
4125,2023-11-09,18:49:00,EUR/RUB,98.7735,vk,2023-11-09
4126,2023-11-09,18:49:00,GBP/RUB,113.0329,vk,2023-11-09
4127,2023-11-09,18:49:00,HKD/RUB,11.7945,vk,2023-11-09
4128,2023-11-09,18:49:00,JPY/RUB,0.60895,vk,2023-11-09
4129,2023-11-09,18:49:00,TRY/RUB,3.2252,vk,2023-11-09
4130,2023-11-09,18:49:00,USD/RUB,92.0263,vk,2023-11-09
4131,2023-11-10,18:49:00,CAD/RUB,66.7974,vk,2023-11-10
4132,2023-11-10,18:49:00,CHF/RUB,101.9419,vk,2023-11-10
4133,2023-11-10,18:49:00,CNY/RUB,12.6076,vk,2023-11-10
4134,2023-11-10,18:49:00,EUR/RUB,98.54,vk,2023-11-10
4135,2023-11-10,18:49:00,GBP/RUB,113.1061,vk,2023-11-10
4136,2023-11-10,18:49:00,HKD/RUB,11.8078,vk,2023-11-10
4137,2023-11-10,18:49:00,JPY/RUB,0.6083,vk,2023-11-10
4138,2023-11-10,18:49:00,TRY/RUB,3.2298,vk,2023-11-10
4139,2023-11-10,18:49:00,USD/RUB,92.2237,vk,2023-11-10
4140,2023-11-13,18:49:00,CAD/RUB,66.6608,vk,2023-11-13
4141,2023-11-13,18:49:00,CHF/RUB,101.8559,vk,2023-11-13
4142,2023-11-13,18:49:00,CNY/RUB,12.539,vk,2023-11-13
4143,2023-11-13,18:49:00,EUR/RUB,98.0033,vk,2023-11-13
4144,2023-11-13,18:49:00,GBP/RUB,112.3661,vk,2023-11-13
4145,2023-11-13,18:49:00,HKD/RUB,11.8192,vk,2023-11-13
4146,2023-11-13,18:49:00,JPY/RUB,0.60744,vk,2023-11-13
4147,2023-11-13,18:49:00,TRY/RUB,3.2309,vk,2023-11-13
4148,2023-11-13,18:49:00,USD/RUB,91.5695,vk,2023-11-13
4149,2023-11-14,18:49:00,CAD/RUB,66.0373,vk,2023-11-14
4150,2023-11-14,18:49:00,CHF/RUB,101.838,vk,2023-11-14
4151,2023-11-14,18:49:00,CNY/RUB,12.4659,vk,2023-11-14
4152,2023-11-14,18:49:00,EUR/RUB,98.0934,vk,2023-11-14
4153,2023-11-14,18:49:00,GBP/RUB,111.8172,vk,2023-11-14
4154,2023-11-14,18:49:00,HKD/RUB,11.7041,vk,2023-11-14
4155,2023-11-14,18:49:00,JPY/RUB,0.60148,vk,2023-11-14
4156,2023-11-14,18:49:00,TRY/RUB,3.1944,vk,2023-11-14
